song_id,total_song_plays,unique_song_users,popular
TRABLLC128F427F42F,215,115,False
TRABLTP128F930DC6D,13,7,False
TRABLUU128F1463532,553,434,False
TRABLVH128F1478E2D,46,19,False
TRABMBG128F429E9F1,1038,669,True
TRABMHO12903CCC6F6,303,106,False
TRABMIY128F426EA8F,178,50,False
TRABMNK128F92FE955,63,29,False
TRABMTC128F930EBDB,9,7,False
TRABMTL128F92C3A05,510,265,False
TRABNIC12903CF101C,2,2,False
TRABNLJ128F930C5E0,32,18,False
TRABOEC128F4268D43,4,3,False
TRABOFJ128F146A81F,24,11,False
TRABOVH128F427D3B4,24138,8454,True
TRABOWL128F427B697,68,29,False
TRABOXI128F931D377,67,33,False
TRABPAN12903CDCAAD,27,3,False
TRABPAY128F428B181,39,24,False
TRABPCC128F4265EF7,97,42,False
TRABPUI12903CF22CE,376,113,False
TRABQJG128F4267518,2842,1032,True
TRABQJK12903D056E1,7,3,False
TRABQJT128F145F172,3646,1372,True
TRABQUM12903C9A618,132,63,False
TRABQXH128F42758F0,8,8,False
TRABRCZ128F92F86BF,280,57,False
TRABRHT12903CF274F,202,101,False
TRABRRK128F14554B0,73,30,False
TRABRVO128F9346FCE,54,25,False
TRABSTP128F4252E01,158,100,False
TRABSXW128F4233422,56,28,False
TRABTZM128F9328FEC,178,64,False
TRABUIN128F93022FF,256,55,False
TRABUMO12903CBE25F,1980,748,True
TRABUYT128F93069C8,190,109,False
TRABVCF128F9342596,345,175,False
TRABVTG128F934AB80,4,3,False
TRABWAZ12903D0539E,49,14,False
TRABWLJ128F42B1C21,8,7,False
TRABWVN128F92E4E22,97,42,False
TRABXAE12903CF5C0A,65,28,False
TRABXNM128F92F8F7F,726,165,False
TRABXPR128F92F27FE,562,133,False
TRABXTZ128F14A46A3,1,1,False
TRABZBJ128F1463819,26,22,False
TRABZOT128F933E183,14,6,False
TRACAOS128F429063A,156,74,False
TRACASH128F931C969,83,59,False
TRACBWP128C7196948,128,62,False
TRACBYL12903CFDBC6,10738,2788,True
TRACCCN128F14AEB01,8,4,False
TRACCTE12903CDF524,71,54,False
TRACCVZ128F4291A8A,33,18,False
TRACDHL12903D0C387,6227,1667,True
TRACDUX128F429B303,87,48,False
TRACEHO128F1488CEA,6454,2164,True
TRACEJW128F42BA8D5,1012,454,True
TRACEQI128F42782EA,39,16,False
TRACEUK128F931DD31,3,3,False
TRACEYZ128F424D66A,87,34,False
TRACFAP128E07862C1,702,254,False
TRACFFK12903CF38FE,52,45,False
TRACFOJ128F4253EFA,46,34,False
TRACFYQ128E0784150,1047,366,True
TRACFZI128E0795424,2487,933,True
TRACGAQ128F4280C47,72,36,False
TRACGEI128F9343D35,75,27,False
TRACGHI128F427EC93,140,53,False
TRACGNG12903D021AE,720,151,False
TRACHIN128F92EBACE,38,18,False
TRACHTD12903CF5E22,88,24,False
TRACHXF128F9355813,197,89,False
TRACIEF128F93279E6,21,14,False
TRACIKS12903D011B3,1659,685,True
TRACIQI128F92E5877,227,44,False
TRACJKL128F424C069,1114,511,True
TRACJRM12903C9595A,508,253,False
TRACKKG128F93034C1,147,57,False
TRACKRZ128F14934AA,188,53,False
TRACKVU12903CA436F,20,16,False
TRACLBE128F1485B63,225,175,False
TRACLTY128F4248487,8,4,False
TRACMMC128F92FA031,1596,596,True
TRACMMS128F930696B,78,28,False
TRACMPR12903CF36A7,24,8,False
TRACNGP12903D064A0,3,3,False
TRACOHF128F1498509,238,37,False
TRACOON128F428B1B8,13,6,False
TRACOPP12903CDF88C,14,7,False
TRACOQS128F92FFA9B,11,10,False
TRACOTR128F92E16B1,1558,1191,True
TRACPOT128F92E9E61,1812,354,True
TRACPZA128F933A56C,173,67,False
TRACQAU128F4284DC7,23,15,False
TRACQIL128F931B8AD,32,10,False
TRACRQW128F93379C1,8,4,False
TRACRRS128F1465A64,6368,1271,True
TRACSAG12903CD3666,5,4,False
TRACSBL128F42480E8,154,64,False
TRACSJC128EF3432F8,350,122,False
TRACSKQ12903CAEE61,3,3,False
TRACSSW128F92F2D81,6108,1376,True
TRACTDT12903CC84CF,1103,435,True
TRACTLX128F42A51F6,1766,840,True
TRACTTC128F42370D9,325,236,False
TRACTWC128F9305C8E,1198,520,True
TRACUCI128F930258D,413,212,False
TRACUJD128F427314E,15,10,False
TRACULD128F935A67B,37,16,False
TRACVBA128F146367A,394,144,False
TRACVBT128F92F8BE2,29,7,False
TRACVFS128F424CF67,5,3,False
TRACVLU128F422B2F9,36,20,False
TRACVNF128F93231EB,10,6,False
TRACVQP128F9321509,36,13,False
TRACVYB128F932A9DB,198,56,False
TRACWHF128F14557BB,808,519,False
TRACWIK128F931EB13,5,3,False
TRACXLE128F42AD932,41,20,False
TRACYHD128F934B488,2,2,False
TRACYXW128F4297569,4046,1989,True
TRACYYN12903CDEBF9,71,41,False
TRACZSS128F424E1D9,398,205,False
TRADAUB128F425AD69,15,6,False
TRADBFO128E0787EFB,3,3,False
TRADBUM128F427A580,85,25,False
TRADCBE128F9301D6C,84,43,False
TRADCIF128F9338278,5894,2611,True
TRADDCI128F42B2621,43,19,False
TRADEBC128F14721FA,412,280,False
TRADEOV128F9330E3B,355,172,False
TRADESF128F4214D8E,2770,1480,True
TRADFBP12903CDBF79,42,14,False
TRADFMV128F145832D,3,3,False
TRADFXD128F424694C,65,54,False
TRADGJI128F425A744,1125,632,True
TRADGKR12903CDDB34,33,12,False
TRADGRL128F425FFD3,4,4,False
TRADGUA128F423977E,84,65,False
TRADGXI128F92EF28F,392,117,False
TRADHLI128F428FEFD,153,82,False
TRADIJB128E078A9B7,1385,412,True
TRADJAG128F93051C2,115,16,False
TRADJEA128F9322AA5,3,3,False
TRADJPT128F421A06C,197,82,False
TRADKAX128E0786B92,3192,1465,True
TRADKEU12903CF1540,83,39,False
TRADKLA128F93101FC,121,58,False
TRADKSR128F92F4687,22,16,False
TRADLBW12903CBB9C8,64,3,False
TRADMNQ128F14632D8,25,8,False
TRADMQP128F428AFF0,230,179,False
TRADMRG128F932C34E,11,5,False
TRADMWC12903CE3F45,7,2,False
TRADNEH12903D02432,43,15,False
TRADNHW128F14767E8,157,56,False
TRADNNN12903CDCF3C,1,1,False
TRADNPB128F423AEE7,1030,359,True
TRADNVM12903CE790C,80,28,False
TRADNZP12903CE6AAE,2077,793,True
TRADOWZ128E0781EB1,1436,591,True
TRADPGI128F4244096,21,11,False
TRADPIA128E078EE1B,210,31,False
TRADPJD12903CEA96A,13,8,False
TRADPQN128F932D33E,432,239,False
TRADPSL128F932B9F6,5540,2124,True
TRADQSY128F425BB59,267,115,False
TRADRVX128F93322BF,50,30,False
TRADRWJ128F14A44C1,38,15,False
TRADSKD128E0792344,644,404,False
TRADSQZ128F42707D7,533,226,False
TRADTGP128F1497D8C,1137,456,True
TRADTRT128F425A506,38,25,False
TRADUMU128F427819F,168,66,False
TRADUSR128F92F9570,72,17,False
TRADVXC128F145936A,104,36,False
TRADVXQ128F42AD6B3,17,5,False
TRADVZX128F426BF79,4755,2460,True
TRADWCP128F930AB94,657,192,False
TRADWEG128F427A518,85,54,False
TRADWVW12903CF4303,48,34,False
TRADXXG128F424D807,35,19,False
TRADYHW128F423A2AA,11,3,False
TRADYXQ128F14655F1,827,390,False
TRADZQV128F14A5760,2286,702,True
TRADZXK128F429DB92,2570,1817,True
TRAEAJU128F145A202,3,3,False
TRAEASY128F148247C,762,397,False
TRAEBCS128E0782FC6,738,353,False
TRAEBDE128F934EF2A,7,5,False
TRAEBHW12903CE6A74,656,261,False
TRAEBPG128F14AA0DA,7,5,False
TRAEBSY128E07873C0,2133,965,True
TRAECFB128F421CD29,910,399,True
TRAECHJ12903CC36DA,16124,5991,True
TRAECPB128F42B7855,11,6,False
TRAEDPY128F4291180,3,2,False
TRAEDVS128F4265C81,150,68,False
TRAEEAH128F4254645,4,2,False
TRAEEJZ128F92E0A47,1056,528,True
TRAEENA128E0794CF3,7,5,False
TRAEESD12903CE28FC,148,80,False
TRAEETR12903CFF299,9,6,False
TRAEEUU128F930BB29,57,23,False
TRAEEVD12903CC4D29,173,57,False
TRAEFFE128EF346687,71,13,False
TRAEFPJ12903CFF2A0,15,9,False
TRAEFTT128F1496B42,181,115,False
TRAEGBE128F4284973,477,219,False
TRAEGLM12903CE5A60,78,41,False
TRAEGXU128F9304D31,4725,2015,True
TRAEHCZ12903CDF88F,13,8,False
TRAEHEI128E07844B9,191,110,False
TRAEHNA128F423786C,361,155,False
TRAEHNO128F933261F,242,95,False
TRAEHTH128F42AE2A1,9,8,False
TRAEHXB128F422EF3E,756,355,False
TRAEHXP128F4272AAF,3337,621,True
TRAEIGQ128F42ABADD,5,2,False
TRAEIQO128E0782822,497,255,False
TRAEIXA128F9320680,227,89,False
TRAEIYA128F4241910,40,12,False
TRAEJXI128F4291A83,544,175,False
TRAEJYW128E07908D5,3,3,False
TRAELQO128F42AC767,160,54,False
TRAELUY128F93147BA,758,399,False
TRAEMBJ12903CCC14A,36,13,False
TRAEMTK12903CA834A,620,294,False
TRAENGN128F426685B,59,9,False
TRAEOFB12903CB7900,1347,560,True
TRAEOHW128F42A52D9,2017,1451,True
TRAEOMS128F4262357,748,463,False
TRAEPQE128F9353909,7,3,False
TRAEPZJ12903CB00C4,24,17,False
TRAEQFU128F426241C,3,3,False
TRAEQSV128F4260CA9,361,84,False
TRAEQWN128F934AF32,258,71,False
TRAERGO128F932BEAB,662,252,False
TRAESNR128F428DAC9,10,7,False
TRAESNX12903CBFCB7,6,2,False
TRAESON128F93237D1,373,170,False
TRAESQE128F92D0349,25,18,False
TRAETAX128F14910FF,53,28,False
TRAETLW128F92C44F3,11,4,False
TRAETNE128F92F334E,1,1,False
TRAETTV12903CBBD09,1769,909,True
TRAETUG12903CB53D8,8,6,False
TRAETZJ128F422B208,77,34,False
TRAEUAE128F933AE38,13,7,False
TRAEUFF128F424EAAF,918,553,True
TRAEUIW12903D018F0,16365,6263,True
TRAEUJB128F427B76F,1,1,False
TRAEVFE128F92EC033,33,21,False
TRAEVJD128F42622A3,276,186,False
TRAEVJO128F14732C0,475,156,False
TRAEVLC128F9306C77,18,9,False
TRAEVPJ128F1477009,83,40,False
TRAEVRN128F92FAA81,14,14,False
TRAEVYD128F4242083,9,5,False
TRAEWKC128F9325FA4,32,12,False
TRAEWSO128F147A2B4,149,55,False
TRAEWVG128F428AC7F,2305,1458,True
TRAEXBU128F4234430,2,2,False
TRAEYSG128F92DF5E7,301,141,False
TRAEYWB128F148EBD0,2859,945,True
TRAEZFA128F931798A,10,8,False
TRAEZOD128F934AEFA,14,12,False
TRAFABO128F933DE53,171,47,False
TRAFAHQ128EF35F4DF,3,3,False
TRAFAJC128E078888B,2752,938,True
TRAFBEY128F429B11A,3,3,False
TRAFBIE12903CC915D,4,3,False
TRAFBLS12903CB870F,515,166,False
TRAFBVU128F426B3F6,205,57,False
TRAFCKF12903CF42FF,61,43,False
TRAFCML128F428CBFA,15,10,False
TRAFCOT128F93008E7,5,3,False
TRAFDSB12903CB53DB,15,8,False
TRAFDXG128F4255282,4,4,False
TRAFDYA128F9329391,3,1,False
TRAFENJ128F427738F,35,14,False
TRAFEPZ128F42902A8,1964,614,True
TRAFERA12903CB8AC8,1107,468,True
TRAFFJV128F92D6FB5,50,30,False
TRAFGLZ128F42864AF,15,12,False
TRAFGUI128F93298D9,82,38,False
TRAFHBM128F92EE7B0,5,4,False
TRAFHLQ128F429870B,1129,382,True
TRAFHRS128F14599C0,5963,1625,True
TRAFIHX12903CF10CE,7,4,False
TRAFIKW128F934B7E8,2,1,False
TRAFIXY12903CE9A70,163,34,False
TRAFIYO128F92EBFEB,47,28,False
TRAFJJE128F4243461,7,3,False
TRAFJRQ128F92FCE02,709,342,False
TRAFKQX128F1459C39,161,59,False
TRAFLFI128F1473499,391,234,False
TRAFLIY128F9337972,37,29,False
TRAFLMU128F4274A4D,5,5,False
TRAFLVL128F4281CFE,277,142,False
TRAFMBS128F423B54E,100,34,False
TRAFMGH128C719646F,952,543,True
TRAFMQW128F4240CDE,164,55,False
TRAFMVN128F147CBCE,14447,4815,True
TRAFNJG128F425A375,37,20,False
TRAFPAY128F146B23B,38,23,False
TRAFPRK128F42948CF,225,82,False
TRAFPTW128F934ADED,6,5,False
TRAFQBC12903CF5E44,35,17,False
TRAFQGN128F425FB8B,426,226,False
TRAFQQU128F427AF9B,962,554,True
TRAFQXD128E0793E82,564,259,False
TRAFRZC128F424D80A,342,114,False
TRAFSKQ128F4242F26,10,10,False
TRAFSPE128F4292885,3,3,False
TRAFUBQ128F92EB825,4703,2156,True
TRAFUNV128F92CFEB2,27460,15349,True
TRAFVFJ128F421F568,1,1,False
TRAFVYM128F425849F,1,1,False
TRAFVZM128F932181C,26,10,False
TRAFWBL128F146C6B2,988,603,True
TRAFWEV128F428D391,1316,725,True
TRAFYAV128F42ACA8C,46,23,False
TRAFYBQ128F426FCC9,167,52,False
TRAFYGA128F425A92C,277,113,False
TRAFYHG128F1489B05,69,40,False
TRAFYYU128F4229376,67,29,False
TRAFYZK128F92F3026,3,3,False
TRAFZSW128F92D4773,363,113,False
TRAGABG12903CEC68B,1028,388,True
TRAGAER128F9319F54,697,337,False
TRAGARS128F427216A,26,14,False
TRAGBPI128E0792998,1727,879,True
TRAGCCI128F930AB62,136,63,False
TRAGCSE128F425FE4B,1,1,False
TRAGCTX128F934C303,9,8,False
TRAGCUS12903CABF06,459,130,False
TRAGDGD128F42690FF,86,49,False
TRAGDLM128F4233397,1406,513,True
TRAGDPS128F145F8EE,18,7,False
TRAGDWM12903CE598F,3,3,False
TRAGDYD128EF33FC4B,9,5,False
TRAGELN128F428A6E6,355,240,False
TRAGEOD128F427F94B,2,2,False
TRAGERQ128F429A9BD,42,16,False
TRAGEVS128F145FEAD,525,153,False
TRAGFOI128F428E060,22,6,False
TRAGGHG128F4232C46,66,34,False
TRAGGPQ128F9329477,2,1,False
TRAGGPT128F146376A,24,12,False
TRAGGTA128F936162C,13,11,False
TRAGGYD128F4291010,8,6,False
TRAGHDF128F4291A48,9,5,False
TRAGHDU128F426880A,100,18,False
TRAGIHA12903CA6EBB,9,5,False
TRAGIIH128F92E4B1A,988,448,True
TRAGIJP128F1493444,323,179,False
TRAGIPK128E0798C3B,43,29,False
TRAGIRN128F428F429,655,482,False
TRAGJRX128F92E6356,3,2,False
TRAGKQO12903CD8E76,75,47,False
TRAGKUI128F92F4698,5,4,False
TRAGLEW128F4234AE0,1,1,False
TRAGLJW128F426465A,81,28,False
TRAGMDC128F429EFC7,4,3,False
TRAGMEN128F933478F,218,96,False
TRAGMVF128F147E68D,4811,1676,True
TRAGNMT128F427E642,27,6,False
TRAGNNA128F42743B8,406,105,False
TRAGOBU128F92E24DD,2937,1862,True
TRAGODU128F427ED3F,167,49,False
TRAGOGR128F424C8D7,25,11,False
TRAGOJN128F9319DF7,15,4,False
TRAGOUM128F4286CDE,2868,783,True
TRAGPAF128EF34542A,40,23,False
TRAGPJO128F933B0EF,992,471,True
TRAGPUX128F423EBD6,44,20,False
TRAGQGF128F149B0E4,429,164,False
TRAGQLG128F9351109,240,154,False
TRAGRAZ128F4219FB4,105,27,False
TRAGRFV128F92F3169,7,5,False
TRAGRSO128F4293E95,858,361,True
TRAGSGF128E0780CA7,10375,5391,True
TRAGUTJ12903CD32ED,52,26,False
TRAGUZV12903CD7DEE,2,1,False
TRAGVAO128F4289B5D,80,38,False
TRAGVVR12903CFF5D4,4,3,False
TRAGVXF128F42AE6DD,277,120,False
TRAGWMV128F426F6B9,28,10,False
TRAGWUX12903CEEF08,103,77,False
TRAGXLP128F421CE55,623,266,False
TRAGYJM128EF3466D2,53,35,False
TRAGZMX128F14AE259,22,5,False
TRAHASG12903CDA65B,6,3,False
TRAHBGZ128F42675F4,6,5,False
TRAHBLD128F93040A6,36,24,False
TRAHBWV128F422AD8B,49,30,False
TRAHCDM128F148D60C,23872,4237,True
TRAHCIK128F935F79B,10,1,False
TRAHCKW128F930104C,417,180,False
TRAHCST128F930C068,2,2,False
TRAHCUP128F9352ED1,65,28,False
TRAHCWE128F14ACD23,21,15,False
TRAHCWW128F92C7E9E,278,146,False
TRAHCYV128E078900B,134,54,False
TRAHDEK128F4280192,240,51,False
TRAHDLV128F932619B,49,32,False
TRAHDVU128F422D939,9,7,False
TRAHEEY128F9335ECD,320,133,False
TRAHEJG128E0786BEE,490,255,False
TRAHEKJ128F92DFBE4,177,72,False
TRAHERZ12903CF81A2,592,287,False
TRAHEWV128F92EEA21,1,1,False
TRAHFIP128F4259341,31,8,False
TRAHFOR128F4284B75,975,656,True
TRAHGQJ128F423A031,294,96,False
TRAHGVD128F92F6272,40,17,False
TRAHGWZ128F429BEE2,191,139,False
TRAHHMN128F426A5A2,20,13,False
TRAHHOY128F425AA9F,1,1,False
TRAHIJE128F4243356,181,53,False
TRAHKEU12903CDA469,33,19,False
TRAHLDG128F92EB4A9,370,167,False
TRAHMLV128F4282571,154,54,False
TRAHMOZ12903CF0D7F,31,14,False
TRAHOBV128F933CE68,16,2,False
TRAHOLR12903CC5A6D,6,4,False
TRAHQJP12903CF4709,1399,507,True
TRAHQQL128F9349801,36,27,False
TRAHTNH12903CAB43D,3,2,False
TRAHUGQ128F92FF08F,143,67,False
TRAHUHJ128F9345F2B,19,10,False
TRAHUOC128F933C095,190,69,False
TRAHUQK128F4257A31,78,38,False
TRAHVGV128F92FC0AE,12,5,False
TRAHVKF128F427E70E,329,75,False
TRAHVTE128E0792462,2056,837,True
TRAHVWB128F9308FB0,1,1,False
TRAHVXA128F427CA60,920,523,True
TRAHVXE128F9339BAD,5328,1650,True
TRAHVYB128F932D5D6,2408,954,True
TRAHWBP12903CAEBFC,7,5,False
TRAHXBP128F92E7528,38,19,False
TRAHXJG128C71969B6,752,389,False
TRAHXKG128F9308EB5,1654,782,True
TRAHYDH128F9325200,6,5,False
TRAHYXX128F9333660,86,25,False
TRAHZAT128EF33EF50,2,2,False
TRAHZRQ128F146FA4B,1,1,False
TRAHZWI12903CDD128,10,7,False
TRAIARU128F148F75B,866,202,True
TRAIAYV128F9313F48,869,233,True
TRAIAYX12903D0CD6A,9,5,False
TRAIBAG12903CC2342,38,25,False
TRAIBAI128F92E4FF8,514,110,False
TRAIBEQ12903CCB48D,5,2,False
TRAIBQG128F425D3A2,78,12,False
TRAICCY128F92D9396,63,24,False
TRAICJY128F92C3FF2,9141,2143,True
TRAICTE128F4247942,19,13,False
TRAIDEW12903CD3FF1,6,2,False
TRAIDOE128F4274833,7,5,False
TRAIDUU128F145B15D,135,59,False
TRAIDXG128F423ECB7,7,4,False
TRAIEDE128E07890F7,302,193,False
TRAIEII12903CCC2FF,6,6,False
TRAIERR128F425A7EC,67,37,False
TRAIESJ128F4255A5D,252,88,False
TRAIFKE128F92D5D36,163,76,False
TRAIGLE128F9309645,77,35,False
TRAIGSC128F933BBD7,79,35,False
TRAIGVK12903D051C3,2564,1002,True
TRAIGZT128E0781B05,213,187,False
TRAIHKU128F93128F5,444,91,False
TRAIHTX128F42A01A5,479,189,False
TRAIIEV128F934712A,169,90,False
TRAIILM128F42B907E,88,54,False
TRAIILT12903CE0528,31,14,False
TRAIISE128F42AE299,125,27,False
TRAIJCD128F14682AB,47,31,False
TRAIJMG12903D08168,55,42,False
TRAIJOA12903CFA1C6,78,49,False
TRAIKBB128F428AD73,9,5,False
TRAILOB128F92DE2D9,478,186,False
TRAILSD12903CB5890,1,1,False
TRAINQO128F92EB88D,2805,577,True
TRAINSA12903D0CEB9,54,11,False
TRAINSO128F428B740,32,15,False
TRAIOAL128F933ACF5,22,4,False
TRAIOSW12903CCE5FE,120,62,False
TRAIOZA128F426FE7A,59,23,False
TRAIPEL128F931C2D1,3387,1395,True
TRAIPHQ128F1476A28,470,223,False
TRAIRKM128F4262ED5,879,415,True
TRAIRMN12903CBE0B0,1408,631,True
TRAIRUB128F425F17D,53,18,False
TRAIRVL12903CFFE57,540,254,False
TRAISQE12903CC45D2,49,20,False
TRAITLJ12903CB5DC5,25,11,False
TRAITZY128E0781532,231,43,False
TRAIUCP12903CE7F87,34,19,False
TRAIUFX128F92FFE7C,2,2,False
TRAIUHY128F42220B0,216,52,False
TRAIUPS128F92F2825,695,243,False
TRAIUSY12903CF0C92,334,162,False
TRAIUYU128F935F0B7,12,9,False
TRAIUYZ128F425BD2F,146,76,False
TRAIVFK128F932C825,63,30,False
TRAIVMJ12903CE8273,870,327,True
TRAIVQZ128F9352267,11,4,False
TRAIWFV12903CE6C32,171,47,False
TRAIWPH128F92EE624,12,2,False
TRAIXXC128F1466EC9,1687,664,True
TRAIYCS128E078FB91,857,381,True
TRAIYIK128F14A6C86,7,7,False
TRAIZPB128F14A5A90,290,115,False
TRAIZQI128F42A51F9,832,451,False
TRAJBUK128F9346B7C,1295,485,True
TRAJCRH128F92D46BD,93,63,False
TRAJDAG128F145ACFB,491,201,False
TRAJDAV128F92C39AF,10,3,False
TRAJDWR128F14872FA,77,12,False
TRAJEDW12903CA8E70,97,56,False
TRAJEQC12903CEBFAF,95,30,False
TRAJFYK128F42579B0,147,75,False
TRAJGEP12903CAFC1F,1026,283,True
TRAJGQM128E0782823,563,271,False
TRAJGRW12903CF3F03,113,74,False
TRAJGXR128F9302DEC,124,47,False
TRAJHHJ128F4279625,169,62,False
TRAJHKB12903CEDF76,1,1,False
TRAJHSD128F4284B09,5,3,False
TRAJHTL12903CC25E8,32,21,False
TRAJIBZ128F1461F2F,8019,2877,True
TRAJIEO128F427F0C4,5,1,False
TRAJIKW12903CC44F0,43,23,False
TRAJINF12903CF45D0,11,8,False
TRAJJEN128F4247F1E,28,9,False
TRAJJWZ128E0789D5D,30,16,False
TRAJLXW128EF34DA86,22,10,False
TRAJMBU128F149332A,58,23,False
TRAJMGT12903CE439E,152,89,False
TRAJMQL12903D03875,443,178,False
TRAJNSR128F1499146,261,58,False
TRAJOTJ128F428CEF5,22,9,False
TRAJOUV128F14572AE,8,7,False
TRAJPUZ128F9322F47,59,34,False
TRAJQOC128F14716C8,1972,587,True
TRAJRLN128F423571A,186,105,False
TRAJRTN128C7196AE7,142,105,False
TRAJSLD128E0792188,754,326,False
TRAJSQT128EF34334B,509,188,False
TRAJSSZ128E078619C,80,42,False
TRAJSUU128F1492472,123,73,False
TRAJTHT12903CE6383,3,2,False
TRAJTTP128F1460495,1181,296,True
TRAJUCB128F92DF845,130,56,False
TRAJUTX12903CCC34E,106,29,False
TRAJWBD128F9331A0C,36,8,False
TRAJWPS128F9319E3A,571,272,False
TRAJWZX128EF3563B5,11,5,False
TRAJXKC128F933E29A,972,312,True
TRAJYFY128F92EC3E7,20,9,False
TRAJZGA128F4258D3D,5,4,False
TRAJZWM128F4262BBD,2,2,False
TRAKALC128F932BEB5,973,390,True
TRAKARY128F427253E,3,3,False
TRAKBDA128E0781683,2519,934,True
TRAKCER128F932BE98,3,2,False
TRAKCYN12903CBB8A3,7099,2555,True
